Tweet_Id,Text,Name,Screen_Name,Created_At,Favorites,Retweets,Language,Client,Tweet_Type,Media_Type,URLs,Hashtags,Mentions
44489267094888448,An awesome day for the Serps swimmers that went to Brighton for a sea swim today,Serps Swimming Club,SerpsSwimClub,Sun Mar 06 20:07:22 +0000 2011,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,0,0,0
44489527120756736,"The water at Brighton was 5.4C (apparently!!)

http://www.ndbc.noaa.gov/station_page.php?station=62305",Serps Swimming Club,SerpsSwimClub,Sun Mar 06 20:08:24 +0000 2011,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,0,0,0
212524286487969793,"12 Jun 2012: Water - 58.0F / 14.4C; Air - 57.0F / 13.9C. Oh dear me, will it ever get warm again? Dierdre on very cold warden duty",Serps Swimming Club,SerpsSwimClub,Tue Jun 12 12:38:33 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
212535586278490112,Alan Nash turns 80: http://t.co/zpY0iTpl http://t.co/c7uK4STd,Serps Swimming Club,SerpsSwimClub,Tue Jun 12 13:23:29 +0000 2012,0,0,Tagalog,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
212826983116189697,13 Jun 2012: Water - 57.0F / 13.9C; Air - 64.0F / 17.8C. Gordon sang a song to celebrate seeing the sun; smiles all round; more weed,Serps Swimming Club,SerpsSwimClub,Wed Jun 13 08:41:21 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
213214181506285568,14 Jun 2012: Water - 58.0F / 14.4C; Air - 64.0F / 17.8C. 2 consecutive days of sunshine! Rosie brought some tea. Richard wore shorts,Serps Swimming Club,SerpsSwimClub,Thu Jun 14 10:19:56 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
213547829157826560,15 Jun 2012: Water - 59.0F / 15.0C; Air - 64.0F / 17.8C. Donuts from Neil; apple tart from Frances; I overtook Stuart; a dog barked,Serps Swimming Club,SerpsSwimClub,Fri Jun 15 08:25:44 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
213917609211592704,16 Jun 2012: Water - 59.0F / 15.0C; Air - 65.0F / 18.3C. 800 yd race won by Anthony with his new knee; photo prizes by Nick/Sakura,Serps Swimming Club,SerpsSwimClub,Sat Jun 16 08:55:07 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
214285149712564225,17 Jun 2012: Water - 59.0F / 15.0C; Air - 62.0F / 16.7C. Nice to see Ted and Zoe as well as most of the Sunday regulars,Serps Swimming Club,SerpsSwimClub,Sun Jun 17 09:15:35 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
214635187097710592,18 Jun 2012: Water - 59.0F / 15.0C; Air - 56.0F / 13.3C. Nice and quiet. However soggy Chocolate Hobnobs not very appetising,Serps Swimming Club,SerpsSwimClub,Mon Jun 18 08:26:30 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
215008880088973312,19 Jun 2012: Water - 60.0F / 15.6C; Air - 64.0F / 17.8C. Do you know that the pelicans eat pigeons in St James\'s Park?Jaffa cakes today,Serps Swimming Club,SerpsSwimClub,Tue Jun 19 09:11:26 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
215377773697572864,20 Jun 2012: Water - 62.0F / 16.7C; Air - 74.0F / 23.3C. Serpentine Swimmers. What a wonderful group of people you all are.,Serps Swimming Club,SerpsSwimClub,Wed Jun 20 09:37:17 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
215469008600834049,No swimming after 9am : http://t.co/5P0Hn22R http://t.co/GJs3hX3o,Serps Swimming Club,SerpsSwimClub,Wed Jun 20 15:39:50 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
215725452457811968,"21 Jun 2012: Water - 63.0F / 17.2C; Air - 67.0F / 19.4C. Even when the weather  is horrible, Serpers have a wonderful smile on their face",Serps Swimming Club,SerpsSwimClub,Thu Jun 21 08:38:50 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
216095567317704704,22 Jun 2012: Water - 61.0F / 16.1C; Air - 56.0F / 13.3C. Jenny off to run Lizard to Lands End; good luck. Others to the Serps for 1 mile,Serps Swimming Club,SerpsSwimClub,Fri Jun 22 09:09:32 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
216456920410759168,"23 Jun 2012: Water - 61.0F / 16.1C; Air - 58.0F / 14.4C. 1 mile race, prizes to Norm, Matthew, Neil, Stuart. I wasn\'t last",Serps Swimming Club,SerpsSwimClub,Sat Jun 23 09:05:26 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
216851979467628544,24 Jun 2012: Water - 62.0F / 16.7C; Air - 59.0F / 15.0C. Thanks to brother Jeremy for acting as stand-in. Usual excellent Sunday turn-out,Serps Swimming Club,SerpsSwimClub,Sun Jun 24 11:15:15 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
217321655205249024,25 Jun 2012: Water - 62.0F / 16.7C; Air - 72.0F / 22.2C. I have spent the morning at the hospital and off swimming for 7 days,Serps Swimming Club,SerpsSwimClub,Mon Jun 25 18:21:34 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
217544228862046209,26 Jun 2012: Water - 61.0F / 16.1C; Air - 72.0F / 22.2C. Resurfacing for Triathlon paid by tax payer/Royal Parks  why not by  Locog?,Serps Swimming Club,SerpsSwimClub,Tue Jun 26 09:06:00 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
217901573546844160,27 Jun 2012: Water - 64.0F / 17.8C; Air - 72.0F / 22.2C. Nice to see Tulio back; Ron made tea; Frances and Alex had a chinwag about  men,Serps Swimming Club,SerpsSwimClub,Wed Jun 27 08:45:58 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
218267135032561665,28 Jun 2012: Water - 67.0F / 19.4C; Air - 76.0F / 24.4C. Hot and humid; gates closed so entry over the railings; Dudley has a limp,Serps Swimming Club,SerpsSwimClub,Thu Jun 28 08:58:34 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
218603172510433280,29 Jun 2012: Water - 68.0F / 20.0C; Air - 65.0F / 18.3C. Guesstimates: I am competing in the Round the Island (of Wight)  Yacht Race,Serps Swimming Club,SerpsSwimClub,Fri Jun 29 07:13:52 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
219709571810332673,02 Jul 2012: Water - 64.0F / 17.8C; Air - 62.0F / 16.7C. Nick and Kristy wardening; George and Ted swimming; Cats back; no milk or sugar,Serps Swimming Club,SerpsSwimClub,Mon Jul 02 08:30:18 +0000 2012,1,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
219806113477033985,Mike Barron wins his first silverware: http://t.co/RHmYmfWy http://t.co/bsUhRSkC,Serps Swimming Club,SerpsSwimClub,Mon Jul 02 14:53:59 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
219827049844584448,SSC Winter swimmer spotted in a wetsuit!: http://t.co/GNixB3KZ http://t.co/A0DLudNs,Serps Swimming Club,SerpsSwimClub,Mon Jul 02 16:17:09 +0000 2012,0,1,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,Photo,1,0,0
220070191252520960,"03 Jul 2012: Water - 64.0F / 17.8C; Air - 67.0F / 19.4C. No ladder; Olly had a cigarette; Andy has a bad back, Frances couldn\'t help",Serps Swimming Club,SerpsSwimClub,Tue Jul 03 08:23:16 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
220445077057708034,04 Jul 2012: Water - 65.0F / 18.3C; Air - 64.0F / 17.8C. Welcome to our international readers; we are sure you will enjoy the Serpentine,Serps Swimming Club,SerpsSwimClub,Wed Jul 04 09:12:56 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
220795517695819776,05 Jul 2012: Water - 67.0F / 19.4C; Air - 72.0F / 22.2C. Olympic traffic congestion/restrictions in place; enjoy moving while you can,Serps Swimming Club,SerpsSwimClub,Thu Jul 05 08:25:28 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
221160289595432960,06 Jul 2012: Water - 68.0F / 20.0C; Air - 65.0F / 18.3C. Welcome back to Jon B and Ann McA. Custard donuts from Neil. Rain from the sky,Serps Swimming Club,SerpsSwimClub,Fri Jul 06 08:34:56 +0000 2012,0,0,English,"<a href=""http://serpentineswimmingclub.com/"" rel=""nofollow"">Serps Website</a>",Tweet,,0,0,0
